Name,Team,Nac.,Age,Height,Preffoot,Position,Number,ValuePlayer,matchesTotal,matchesStarting,minutesPerGame,goals,goalsFrequency,goalsAverage,totalShotsPerGame,bigChanceMissed,assists,touches,bigChanceCreated,keyPasses,accuratePassesPerGame,successfulPassesOwnHalf,successfulPassesOppositionHalf,successfulLongPasses,accurateChippedPasses,successfulCrossesAndCorners,interceptionsPerGame,tacklesPerGame,possessionWonFinalThird,challengesLostPerGame,totalClearancesPerGame,errorLeadToAShot,errorLeadToaGoal,penaltiesConceded,successfulDribblesPerGame,duelsWonPerGame,groundDuelsWonPerGame,aerialDuelsWonPerGame,possessionLost,fouls,wasFouled,offsides,yellowCards,yellowRedCards,redCards
jose-angel,Eibar,ESP,30,182 cm,Left,D,15,3.8M €,21,21,87,1,1836 min,0.05,0.6,0,1,68.4,3,1.1,28.0 (71%),10.3 (77%),19.1 (61%),3.4 (38%),2.6 (37%),1.4 (25%),1.2,2.0,0.3,0.6,1.8,1,0,1,1.1 (79%),5.2 (64%),3.6 (62%),1.6 (69%),20.4,1.0,0.6,0.0,4,0,0
alvaro-tejero,Eibar,ESP,23,173 cm,Both,D,24,3.1M €,15,13,80,0,0.0,0.1,0,0,55.9,0,1.0,22.3 (73%),8.7 (79%),14.9 (62%),2.0 (32%),1.9 (41%),1.3 (30%),1.5,1.5,0.3,0.5,1.7,0,0,0,0.2 (43%),3.6 (53%),2.5 (59%),1.1 (42%),14.5,1.0,1.0,0.1,3,0,0,
rafa-soares,Eibar,POR,24,184 cm,Left,D,11,2.8M €,10,8,72,0,0.0,0.6,1,1,47.2,3,1.4,18.8 (73%),6.6 (76%),13.6 (60%),1.3 (42%),0.9 (45%),1.4 (25%),0.9,0.8,0.1,0.2,1.3,0,0,0,0.0 (0%),2.0 (45%),1.1 (39%),0.9 (56%),14.7,0.4,0.3,0.2,0,0,0,
anaitz-arbilla,Eibar,ESP,32,178 cm,Right,D,23,2.1M €,20,19,86,1,1729 min,0.05,0.6,0,0,62.9,0,0.2,35.4 (74%),18.4 (84%),17.2 (64%),6.5 (51%),3.9 (44%),0.2 (16%),1.2,1.3,0.3,0.9,3.4,0,0,0,0.4 (67%),4.8 (56%),2.3 (50%),2.5 (62%),14.9,1.0,0.6,0.0,5,0,0
pedro-bigas,Eibar,ESP,30,180 cm,Left,D,3,2.1M €,14,13,74,1,1038 min,0.07,0.3,1,0,44.1,0,0.1,22.0 (70%),13.8 (86%),8.4 (52%),3.4 (38%),1.8 (35%),0.1 (29%),1.2,0.9,0.1,0.6,3.2,0,0,1,0.0 (0%),4.4 (62%),1.7 (65%),2.6 (60%),12.2,0.5,0.9,0.0,2,0,0
pablo-de-blasis,Eibar,ARG,32,165 cm,Right,D,16,1.9M €,21,9,50,0,0.0,0.2,0,2,39.4,3,0.5,17.4 (72%),6.1 (85%),11.9 (60%),2.5 (47%),2.0 (46%),0.7 (24%),0.8,1.4,0.2,1.2,0.5,0,0,1,0.4 (60%),2.6 (43%),2.2 (48%),0.4 (25%),11.3,0.5,0.4,0.0,0,0,0,
esteban-burgos,Eibar,ARG,28,188 cm,Right,D,2,870K €,7,5,75,1,527 min,0.1,0.3,0,0,38.3,0,0.0,18.3 (64%),11.7 (80%),6.6 (47%),4.3 (38%),2.6 (39%),0.0 (0%),1.0,0.7,0.1,0.3,4.4,1,1,0,0.3 (67%),3.3 (62%),1.4 (59%),1.9 (65%),11.0,0.7,0.4,0.0,2,0,0
ivan-ramis,Eibar,ESP,35,188 cm,Right,D,4,825K €,7,6,65,1,458 min,0.1,0.6,0,0,39.4,0,0.1,24.9 (78%),15.6 (89%),9.3 (64%),2.7 (41%),1.7 (41%),0.0 (0%),0.6,0.4,0.1,0.4,3.3,1,1,0,0.4 (100%),4.6 (64%),1.6 (61%),3.0 (66%),7.7,0.6,0.7,0.0,1,0,0
rober,Eibar,ESP,27,180 cm,Right,D,20,635K €,5,4,71,0,0.0,0.2,0,0,50.6,0,0.0,22.8 (74%),8.4 (75%),14.8 (67%),1.6 (42%),0.8 (44%),0.4 (17%),0.4,1.2,0.2,0.2,1.8,0,0,0,0.2 (50%),5.0 (52%),2.4 (63%),2.6 (45%),13.4,1.2,1.0,0.0,0,0,0,
marko-dmitrovic,Eibar,SRB,28,194 cm,Left,G,1,11.1M €,26,26,90,0,0.0,0.0,0,0,35.2,0,0.0,11.8 (42%),4.8 (75%),7.0 (33%),8.1 (34%),0.4 (41%),0.0 (0%),0.0,0.1,0.0,0.1,1.0,0,0,0,0.0 (0%),0.4 (79%),0.1 (50%),0.3 (100%),16.2,0.0,0.0,0.0,3,0,0,
yoel-rodriguez,Eibar,ESP,31,185 cm,Right,G,13,1.4M €,1,1,90,0,0.0,0.0,0,0,44.0,0,0.0,15.0 (44%),4.0 (50%),11.0 (42%),14.0 (42%),1.0 (33%),0.0 (0%),1.0,0.0,0.0,0.0,2.0,0,0,0,0.0 (0%),1.0 (100%),0.0 (0%),1.0 (100%),20.0,0.0,0.0,0.0,0,0,0,
alberto-besoy-trevi,Eibar,ESP,37,182 cm,None,None,None,None,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
sergio-cubero,Eibar,31,None,None,None,None,None,None,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
roger-marti,Levante,ESP,29,178 cm,Right,F,9,10.5M €,26,19,64,11,152 min,0.4,1.4,5,0,21.2,2,0.7,7.7 (65%),2.3 (76%),5.4 (58%),0.5 (55%),0.3 (47%),0.0 (7%),0.1,0.5,0.5,0.7,0.5,0,0,0,0.3 (54%),2.7 (34%),1.7 (35%),1.0 (32%),7.5,1.7,1.0,0.2,4,0,0
jose-luis-morales,Levante,ESP,32,180 cm,Right,F,11,8.4M €,27,22,73,2,982 min,0.07,1.0,7,2,30.7,7,1.0,12.0 (69%),4.3 (79%),8.0 (58%),0.7 (48%),0.5 (43%),0.4 (20%),0.2,0.6,0.4,0.7,0.1,0,0,0,1.1 (46%),2.6 (39%),2.2 (38%),0.4 (42%),12.1,0.3,0.4,0.5,2,0,0
borja-mayoral,Levante,ESP,23,182 cm,Right,F,21,4.2M €,23,17,65,5,298 min,0.2,0.9,7,1,24.6,2,0.6,12.6 (78%),3.9 (78%),8.7 (75%),0.9 (69%),0.7 (61%),0.1 (15%),0.1,0.3,0.4,0.2,0.3,0,0,0,0.8 (58%),3.0 (41%),2.0 (42%),1.0 (38%),7.0,0.7,0.9,0.4,2,0,0
sergio-leon,Levante,ESP,31,178 cm,Right,F,7,3.3M €,15,4,32,1,475 min,0.07,0.9,2,0,8.6,0,0.1,2.3 (60%),0.8 (57%),1.6 (59%),0.1 (33%),0.1 (33%),0.1 (25%),0.0,0.1,0.1,0.1,0.1,0,0,0,0.1 (33%),0.9 (36%),0.5 (35%),0.4 (38%),3.6,0.5,0.4,0.7,2,0,0
enis-bardhi,Levante,MKD,24,172 cm,Right,M,10,16.2M €,21,15,69,2,723 min,0.10,1.1,2,2,40.0,2,1.0,19.7 (76%),7.5 (81%),12.5 (66%),1.0 (46%),1.1 (59%),0.3 (13%),0.4,0.9,0.4,0.8,0.4,0,0,0,1.1 (64%),3.6 (44%),3.4 (49%),0.2 (15%),11.8,1.5,1.5,0.2,4,0,0
jose-campana,Levante,ESP,26,179 cm,Right,M,24,14.5M €,26,26,89,2,1154 min,0.08,0.7,2,5,73.8,5,2.2,43.3 (81%),18.8 (87%),25.7 (70%),2.9 (61%),2.9 (52%),1.3 (26%),1.2,0.9,0.7,1.2,1.0,1,0,1,1.6 (72%),5.1 (53%),4.0 (55%),1.1 (47%),17.7,0.8,1.6,0.0,3,1,0
ruben-rochina,Levante,ESP,29,182 cm,Left,M,16,4.4M €,19,14,66,3,420 min,0.2,1.7,3,1,49.9,4,0.9,23.0 (75%),9.8 (82%),13.6 (63%),3.4 (57%),2.5 (50%),0.5 (18%),0.6,1.6,0.6,1.4,0.6,0,0,0,1.9 (65%),6.4 (53%),5.5 (53%),0.9 (55%),14.3,1.2,2.1,0.1,4,0,0
gonzalo-melero,Levante,ESP,26,183 cm,Right,M,22,3.9M €,16,10,52,1,839 min,0.06,0.6,1,1,31.3,3,0.5,18.4 (81%),9.9 (85%),8.6 (76%),0.9 (56%),0.6 (53%),0.1 (50%),0.3,0.9,0.2,0.9,0.6,0,0,0,0.3 (57%),3.6 (45%),2.2 (43%),1.4 (49%),6.6,1.2,1.3,0.1,3,0,0
nemanja-radoja,Levante,SRB,27,186 cm,Right,M,5,3.8M €,17,16,84,1,1420 min,0.06,0.1,0,0,50.0,1,0.3,33.5 (86%),18.8 (88%),14.8 (83%),2.4 (63%),1.4 (71%),0.1 (40%),1.1,1.9,0.3,1.2,0.9,0,0,0,1.1 (73%),5.9 (58%),3.9 (55%),2.1 (65%),7.9,0.8,0.9,0.1,2,0,0
nikola-vukcevic,Levante,MNE,28,184 cm,Right,M,17,2.9M €,22,13,49,0,0.0,0.1,0,2,23.4,0,0.3,15.0 (85%),9.2 (91%),5.8 (77%),0.9 (59%),0.4 (47%),0.0 (0%),0.5,1.3,0.2,0.8,0.5,0,0,0,0.3 (88%),3.1 (49%),2.5 (52%),0.7 (42%),3.0,1.4,0.9,0.0,8,0,0,
hernani,Levante,POR,28,181 cm,Left,M,8,2.6M €,11,4,39,2,216 min,0.2,1.4,0,0,16.0,3,0.7,4.8 (72%),2.5 (74%),2.7 (49%),0.4 (50%),0.5 (71%),0.5 (20%),0.3,0.5,0.1,0.2,0.1,0,0,0,0.5 (38%),1.9 (50%),1.6 (51%),0.3 (43%),6.2,0.2,0.9,0.3,1,1,0
pablo-martinez,Levante B,ESP,22,182 cm,Right,M,36,260K €,3,0,6,0,0.0,0.0,0,0,5.7,0,0.0,2.7 (89%),2.0 (100%),0.7 (67%),0.0 (0%),0.0 (0%),0.0 (0%),0.0,0.3,0.0,0.3,0.3,0,0,0,0.0 (0%),0.7 (25%),0.7 (29%),0.0 (0%),1.7,0.3,0.3,0.0,0,0,0,
ruben-vezo,Levante,POR,25,183 cm,Right,D,14,5.8M €,19,19,90,1,1710 min,0.05,0.4,2,0,53.7,1,0.1,32.3 (80%),23.5 (86%),8.8 (67%),3.6 (50%),1.9 (45%),0.0 (0%),1.4,1.3,0.1,0.6,5.2,1,0,2,0.1 (100%),5.4 (64%),2.4 (59%),3.1 (68%),9.0,1.2,1.0,0.1,4,0,0
jorge-miramon,Levante,ESP,30,176 cm,Right,D,20,3.6M €,24,22,81,0,0.0,0.4,1,3,52.5,4,0.8,23.5 (77%),13.9 (82%),10.2 (63%),1.8 (38%),1.4 (46%),0.6 (25%),1.4,1.7,0.4,0.7,1.5,0,1,2,0.5 (48%),3.8 (56%),2.9 (58%),1.0 (49%),11.8,0.5,0.8,0.0,3,0,0,
carlos-clerc,Levante,ESP,28,182 cm,Left,D,19,2.3M €,14,14,90,0,0.0,0.1,0,2,59.1,3,0.4,23.2 (69%),11.2 (70%),12.3 (59%),1.5 (27%),0.9 (25%),0.3 (9%),1.1,1.4,0.1,0.5,1.9,0,0,0,1.0 (61%),4.8 (58%),3.1 (57%),1.7 (62%),17.1,1.1,0.9,0.1,4,0,0,
sergio-postigo,Levante,ESP,31,185 cm,Right,D,15,1.9M €,20,20,88,1,1752 min,0.05,0.2,0,0,48.3,1,0.4,30.4 (81%),21.1 (88%),9.4 (69%),2.9 (45%),1.9 (43%),0.0 (0%),1.4,1.1,0.1,0.3,4.3,1,0,0,0.3 (60%),3.2 (54%),1.9 (61%),1.3 (46%),7.8,0.7,0.5,0.1,5,0,0
rober-pier,Levante,ESP,25,182 cm,Right,D,4,1.6M €,33,32,87,1,2855 min,0.03,0.2,1,0,44.7,1,0.2,27.1 (82%),17.5 (87%),9.5 (73%),3.0 (54%),1.9 (53%),0.0 (100%),1.5,1.2,0.1,0.7,3.7,2,0,1,0.3 (100%),3.8 (51%),1.9 (54%),1.9 (48%),7.1,0.8,0.4,0.0,6,0,0
bruno-gonzalez,Levante,ESP,29,184 cm,Right,D,18,1.6M €,5,5,90,0,0.0,0.2,0,0,45.4,0,0.0,28.0 (80%),20.2 (88%),7.8 (66%),2.8 (41%),1.4 (50%),0.0 (0%),0.2,1.6,0.0,0.2,5.4,0,0,1,0.0 (0%),3.6 (60%),2.2 (61%),1.4 (58%),6.8,1.4,0.6,0.2,1,0,0,
coke,Levante,ESP,32,177 cm,Right,D,23,1.4M €,11,6,55,0,0.0,0.2,0,0,41.5,0,0.4,21.5 (79%),12.4 (89%),9.1 (63%),2.4 (59%),2.1 (66%),0.0 (0%),0.6,1.1,0.1,0.9,0.8,0,0,0,1.0 (79%),3.6 (58%),2.9 (58%),0.7 (57%),8.4,0.9,0.9,0.0,2,0,0,
tono,Levante,ESP,30,179 cm,Left,D,3,950K €,14,13,84,0,0.0,0.1,0,2,58.9,2,1.1,28.1 (79%),15.9 (86%),13.2 (66%),1.6 (38%),1.4 (37%),0.9 (32%),0.5,1.3,0.1,0.6,1.6,1,0,0,0.9 (43%),4.1 (50%),3.1 (48%),1.1 (54%),13.4,0.9,0.9,0.4,0,0,0,
oscar-duarte,Levante,CRC,30,184 cm,Both,D,6,850K €,6,3,53,0,0.0,0.3,1,0,31.2,0,0.0,19.7 (86%),16.0 (94%),3.7 (63%),2.2 (52%),2.7 (76%),0.0 (0%),0.3,1.3,0.0,0.0,3.3,0,0,0,0.2 (100%),3.0 (50%),1.8 (65%),1.2 (37%),3.7,1.3,0.3,0.0,0,0,0,
ivan-lopez,Levante,ESP,26,175 cm,Right,D,2,285K €,7,6,72,0,0.0,0.3,0,0,40.3,1,0.6,16.0 (75%),8.7 (91%),7.6 (57%),1.9 (50%),1.7 (60%),0.3 (20%),0.9,1.1,0.7,0.9,1.6,0,0,0,0.9 (67%),3.1 (45%),2.3 (41%),0.9 (60%),13.0,1.1,0.3,0.0,0,0,0,
aitor,Levante,ESP,28,182 cm,Right,G,13,7M €,27,27,90,0,0.0,0.0,0,0,38.0,0,0.0,15.2 (60%),11.8 (86%),3.4 (29%),6.1 (38%),1.1 (57%),0.0 (0%),0.1,0.0,0.0,0.0,1.0,1,1,0,0.0 (0%),0.5 (93%),0.1 (100%),0.4 (92%),10.5,0.0,0.1,0.0,2,0,0,
koke,Levante,ESP,24,188 cm,G,1,None,730K €,1,1,90,0,0.0,0.0,0,0,30.0,0,0.0,15.0 (75%),13.0 (87%),2.0 (40%),3.0 (38%),0.0 (0%),0.0 (0%),0.0,0.0,0.0,0.0,0.0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),5.0,0.0,0.0,0.0,0,0,0,
cucho-hernandez,RCD Mallorca,COL,20,175 cm,Right,F,29,6.9M €,12,8,67,2,399 min,0.2,1.7,1,1,33.5,1,0.8,10.8 (62%),3.3 (68%),7.8 (59%),0.2 (20%),0.1 (50%),0.3 (40%),0.3,0.7,0.3,0.7,0.5,0,0,1,1.3 (47%),6.0 (43%),3.3 (41%),2.8 (44%),13.3,0.8,1.5,0.3,3,0,0
ante-budimir,RCD Mallorca,CRO,28,190 cm,Left,F,22,3.7M €,25,25,82,9,229 min,0.4,1.3,6,2,30.5,1,0.4,10.7 (64%),3.2 (82%),7.6 (59%),0.1 (67%),0.2 (43%),0.0 (33%),0.2,1.0,0.4,0.6,0.9,0,0,0,0.5 (36%),7.9 (45%),3.1 (43%),4.8 (47%),10.9,2.0,1.9,0.6,6,0,0
pablo-chavarria,RCD Mallorca,ARG,32,182 cm,Right,F,19,1.5M €,7,0,16,0,0.0,0.3,0,0,5.4,0,0.1,1.7 (52%),0.3 (40%),1.4 (53%),0.0 (0%),0.0 (0%),0.0 (0%),0.0,0.1,0.3,0.3,0.0,0,0,0,0.0 (0%),2.0 (52%),0.1 (11%),1.9 (72%),2.6,1.0,0.0,0.7,1,0,0,
aleksandar-trajkovski,RCD Mallorca,MKD,27,179 cm,Right,F,17,1.4M €,1,1,59,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yannis-salibur,RCD Mallorca,FRA,29,177 cm,Left,F,16,1.4M €,2,0,26,0,0.0,0.0,0,0,18.5,0,0.0,9.0 (75%),2.0 (57%),7.0 (74%),0.0 (0%),0.5 (100%),0.0 (0%),0.5,0.0,0.0,0.5,0.0,0,0,0,1.5 (75%),3.5 (58%),3.0 (55%),0.5 (100%),5.5,1.0,1.5,0.0,0,0,0,
abdon-prats,RCD Mallorca,ESP,27,181 cm,Left,F,9,860K €,13,0,13,0,0.0,0.5,3,0,5.5,0,0.0,2.0 (65%),0.5 (67%),1.5 (63%),0.2 (67%),0.1 (33%),0.0 (0%),0.0,0.1,0.1,0.0,0.1,0,0,0,0.1 (20%),1.1 (35%),0.3 (25%),0.8 (42%),2.2,0.5,0.2,0.0,1,0,0,
takefusa-kubo,RCD Mallorca,JPN,18,170 cm,Left,M,26,15.5M €,24,13,60,3,477 min,0.1,0.8,0,2,31.8,4,0.8,10.6 (69%),2.7 (77%),8.2 (59%),0.2 (33%),0.3 (39%),0.3 (14%),0.7,1.1,0.8,1.0,0.1,0,0,0,1.4 (46%),4.8 (45%),4.4 (47%),0.4 (31%),12.1,1.1,1.9,0.1,2,0,0
sung-yueng-ki,RCD Mallorca,KOR,31,186 cm,Right,M,10,4.1M €,1,0,8,0,0.0,0.0,0,0,5.0,0,0.0,1.0 (33%),0.0 (0%),1.0 (100%),0.0 (0%),0.0 (0%),0.0 (0%),0.0,0.0,0.0,1.0,0.0,0,0,0,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),3.0,1.0,0.0,0.0,0,0,0,
lago-junior,RCD Mallorca,CIV,29,182 cm,Right,M,11,3.7M €,24,20,74,4,441 min,0.2,1.0,6,0,38.4,1,0.6,16.5 (77%),4.8 (82%),11.9 (69%),0.4 (39%),0.5 (52%),0.2 (11%),0.4,1.0,0.4,0.5,0.8,0,0,2,0.9 (40%),5.0 (45%),3.4 (43%),1.6 (48%),12.4,1.3,1.5,0.3,2,0,0
aleix-febas,RCD Mallorca,ESP,24,168 cm,Right,M,23,3.6M €,23,18,61,0,0.0,0.3,0,3,33.8,2,0.9,18.9 (83%),6.7 (85%),12.3 (82%),0.4 (50%),0.6 (70%),0.0 (0%),0.6,1.2,0.5,0.9,0.2,0,0,0,1.4 (60%),4.4 (51%),4.2 (54%),0.2 (21%),8.1,0.6,1.6,0.0,3,0,0,
iddrisu-baba,RCD Mallorca,GHA,24,182 cm,M,12,None,2.6M €,25,25,84,0,0.0,0.2,1,0,50.3,0,0.2,28.9 (80%),15.9 (83%),13.0 (77%),1.7 (51%),0.6 (43%),0.0 (0%),1.2,1.7,0.4,1.4,1.1,0,0,3,1.4 (83%),6.8 (50%),4.9 (55%),2.0 (40%),10.1,1.2,1.9,0.0,5,0,0,
dani-rodriguez,RCD Mallorca,ESP,31,177 cm,Right,M,14,1.5M €,27,26,82,5,440 min,0.2,1.0,3,1,44.0,2,0.7,22.4 (82%),8.1 (87%),14.6 (77%),1.6 (60%),1.3 (54%),0.3 (32%),1.0,1.9,0.5,1.4,0.8,0,0,0,1.1 (51%),5.6 (44%),4.7 (48%),0.9 (32%),9.9,1.7,1.8,0.2,4,0,0
marc-pedraza,RCD Mallorca,ESP,33,183 cm,M,6,None,325K €,2,1,37,0,0.0,0.0,0,0,12.0,0,0.0,7.0 (74%),3.5 (70%),3.5 (78%),0.0 (0%),0.0 (0%),0.0 (0%),1.0,0.5,0.0,1.0,0.5,0,0,0,0.0 (0%),0.5 (17%),0.5 (25%),0.0 (0%),2.5,0.5,0.0,0.0,0,0,0,
josep-sene,RCD Mallorca,ESP,28,185 cm,Right,M,4,320K €,4,1,34,0,0.0,0.0,0,0,24.3,0,0.3,18.5 (95%),8.3 (100%),10.5 (91%),0.8 (75%),0.0 (0%),0.3 (100%),0.0,0.5,0.0,0.8,0.3,0,0,0,0.3 (33%),1.8 (50%),1.5 (46%),0.3 (100%),2.0,0.3,0.8,0.0,0,0,0,
salva-sevilla,RCD Mallorca,ESP,36,178 cm,Left,M,8,215K €,24,24,77,3,619 min,0.1,0.7,1,3,60.6,5,2.0,42.3 (87%),16.6 (89%),26.7 (78%),2.5 (61%),2.6 (59%),1.0 (23%),0.5,0.7,0.3,0.7,0.6,1,0,0,0.3 (37%),1.9 (36%),1.4 (33%),0.5 (48%),11.7,1.1,0.6,0.0,8,1,0
alejandro-pozo,RCD Mallorca,ESP,21,174 cm,Right,D,7,5.2M €,11,5,50,0,0.0,0.0,0,1,32.9,0,0.5,12.4 (67%),6.8 (70%),5.9 (56%),1.1 (35%),0.5 (33%),0.4 (18%),1.1,1.6,0.0,0.7,0.7,0,0,0,0.5 (55%),3.0 (51%),2.6 (55%),0.4 (33%),10.6,0.5,0.5,0.1,0,0,0,
leonardo-koutris,RCD Mallorca,GRE,24,175 cm,Left,D,18,4.4M €,2,1,47,0,0.0,0.0,0,0,34.0,0,0.5,13.5 (71%),7.0 (67%),7.0 (70%),1.0 (29%),1.5 (75%),0.5 (33%),0.5,0.5,0.0,0.5,2.5,0,0,1,0.0 (0%),2.0 (33%),0.5 (20%),1.5 (43%),7.5,1.5,0.0,0.0,0,0,0,
abdul-baba-rahman,RCD Mallorca,GHA,25,179 cm,Left,D,18,3.3M €,1,1,90,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raillo,RCD Mallorca,ESP,28,186 cm,Right,D,21,2.7M €,23,23,87,1,1996 min,0.04,0.5,2,0,45.1,0,0.1,29.3 (81%),21.9 (88%),7.5 (66%),2.4 (43%),1.5 (39%),0.0 (0%),0.7,1.0,0.0,0.2,3.7,1,0,2,0.1 (100%),3.5 (59%),1.4 (54%),2.1 (62%),7.4,1.0,0.3,0.1,5,1,0
martin-valjent,RCD Mallorca,SVK,24,187 cm,Right,D,24,2.6M €,27,27,90,0,0.0,0.4,0,0,42.3,1,0.1,26.1 (82%),18.7 (89%),7.4 (67%),1.9 (41%),0.9 (36%),0.0 (100%),1.0,0.7,0.1,0.3,4.1,0,0,0,0.2 (60%),2.7 (52%),1.2 (55%),1.4 (49%),6.6,0.5,0.3,0.0,4,0,0,
joan-sastre,RCD Mallorca,ESP,22,174 cm,Right,D,2,2.1M €,15,15,85,0,0.0,0.8,0,2,53.3,2,0.9,20.1 (70%),9.5 (78%),11.5 (56%),1.9 (38%),1.8 (42%),0.9 (23%),1.5,2.0,0.1,1.1,1.5,0,1,1,0.1 (17%),4.1 (51%),3.4 (53%),0.7 (43%),15.9,1.2,1.3,0.0,4,0,0,
lumor-agbenyenu,RCD Mallorca,GHA,23,180 cm,Left,D,3,1.5M €,20,17,80,0,0.0,0.5,0,0,55.5,3,0.8,21.7 (74%),10.6 (77%),11.7 (61%),1.0 (29%),0.7 (31%),0.7 (18%),1.0,1.3,0.2,0.9,2.4,0,0,0,1.3 (61%),3.8 (52%),2.9 (51%),0.9 (55%),15.6,0.7,0.4,0.0,4,1,0,
fran-gamez,RCD Mallorca,ESP,28,174 cm,Right,D,15,750K €,14,13,88,0,0.0,0.3,0,1,59.6,1,0.6,22.7 (74%),10.1 (76%),13.2 (64%),2.1 (45%),1.4 (40%),0.6 (20%),1.8,3.5,0.1,2.0,1.7,0,0,1,0.7 (77%),5.1 (51%),4.4 (53%),0.6 (41%),15.0,1.3,0.2,0.1,2,0,0,
aleksandar-sedlar,RCD Mallorca,SRB,28,180 cm,Right,D,20,750K €,5,3,52,0,0.0,0.0,0,0,25.8,0,0.0,15.2 (86%),11.2 (92%),4.0 (74%),1.0 (50%),0.6 (100%),0.0 (0%),1.0,0.0,0.0,0.0,2.0,0,0,0,0.0 (0%),1.6 (47%),0.8 (67%),0.8 (36%),3.6,0.8,0.8,0.0,1,0,0,
francisco-javier-campos,RCD Mallorca,ESP,38,180 cm,Right,D,5,105K €,7,3,50,0,0.0,0.1,0,0,30.0,0,0.1,15.9 (72%),12.3 (83%),3.6 (50%),2.1 (39%),0.6 (29%),0.0 (0%),1.3,0.9,0.0,0.4,2.1,0,0,0,0.0 (0%),3.0 (53%),1.1 (47%),1.9 (57%),6.1,0.9,0.4,0.1,1,0,0,
fabri,RCD Mallorca,ESP,32,185 cm,Both,G,13,1.5M €,1,1,90,0,0.0,0.0,0,0,37.0,0,0.0,19.0 (70%),14.0 (82%),5.0 (50%),8.0 (50%),1.0 (50%),0.0 (0%),0.0,0.0,0.0,0.0,0.0,1,0,1,0.0 (0%),0.0 (0%),0.0 (0%),0.0 (0%),8.0,1.0,0.0,0.0,0,0,0,
manolo-reina,RCD Mallorca,ESP,35,185 cm,Right,G,1,330K €,26,26,90,0,0.0,0.0,0,0,38.8,0,0.0,16.0 (56%),10.1 (80%),5.9 (37%),7.9 (39%),0.8 (43%),0.0 (0%),0.2,0.0,0.0,0.0,0.4,0,1,0,0.0 (0%),0.5 (92%),0.2 (86%),0.2 (100%),12.8,0.0,0.3,0.0,4,0,0,
miguel-parera,RCD Mallorca,ESP,23,179 cm,Right,G,25,330K €,2,2,90,0,0.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
